index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
229,tm256669,Gumrah,MOVIE,1993,,149,"['action', 'crime', 'drama', 'thriller']",US,,tt0107060,6.1,784
230,tm117840,The Emigrant,MOVIE,1994,,129,['drama'],US,,tt0110545,6.5,998
231,tm334788,Yodha,MOVIE,1991,,142,"['drama', 'action']",US,,tt0267130,4.5,198
232,tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",US,,tt0139872,7.9,2528
233,tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",GB,,tt0282003,6.7,1212
234,tm110766,Chronicle of a Disappearance,MOVIE,1996,,88,['drama'],GB,,tt0115895,6.9,718
235,tm118256,Yaar Gaddar,MOVIE,1994,,147,"['crime', 'action', 'drama']",US,,tt0111780,3.6,142
236,tm64729,Sinbad: Nothin' but the Funk,MOVIE,1998,,55,"['comedy', 'documentation']",GB,,tt0938332,6.2,65
237,tm314602,Dushmani,MOVIE,1995,,156,"['romance', 'action', 'drama']",US,,tt0112916,5,248
238,tm25389,Fiza,MOVIE,2000,,170,"['drama', 'romance', 'action', 'crime']",US,,tt0248012,6,4168
239,tm42397,Hello Brother,MOVIE,1999,,131,"['romance', 'action', 'comedy', 'fantasy']",US,,tt0233856,4.6,4230
240,tm210754,Have You Ever Seen Fireflies? - Theatre Play,MOVIE,1999,,118,"['drama', 'comedy']",US,,,,
241,tm449775,Shikari,MOVIE,1991,,162,"['drama', 'action']",US,,tt0170416,5.9,66
242,tm255589,One Last Shot,MOVIE,1998,,30,[],US,,,,
243,ts4,Breaking Bad,SHOW,2008,TV-MA,48,"['drama', 'thriller', 'crime']",US,5,tt0903747,9.5,1727694
244,ts9,The Walking Dead,SHOW,2010,TV-MA,46,"['action', 'drama', 'scifi', 'thriller', 'horror']",GB,11,tt1520211,8.2,945125
245,ts26091,The Staircase,SHOW,2004,TV-MA,49,"['crime', 'documentation', 'drama']",GB,2,tt0388644,7.8,21531
246,ts11,Downton Abbey,SHOW,2010,TV-14,58,"['drama', 'romance', 'european']",US,6,tt1606375,8.7,197744
247,ts21469,Grey's Anatomy,SHOW,2005,TV-14,49,"['drama', 'romance']",GB,18,tt0413573,7.6,293618
248,ts288536,The Great British Baking Show,SHOW,2010,TV-PG,57,"['reality', 'european']",US,12,tt1877368,8.6,9564
249,ts6495,Criminal Minds,SHOW,2005,TV-14,44,"['thriller', 'crime', 'drama']",US,15,tt0452046,8.1,189191
250,ts22337,NCIS,SHOW,2003,TV-14,44,"['action', 'drama', 'crime', 'thriller', 'comedy']",US,19,tt0364845,7.8,141049
251,ts8308,Community,SHOW,2009,TV-PG,23,['comedy'],US,6,tt1439629,8.5,252564
252,ts22011,Heartland,SHOW,2007,TV-PG,44,"['drama', 'family']",US,15,tt1094229,8.4,15743
253,ts21465,Supernatural,SHOW,2005,TV-14,45,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",US,15,tt0460681,8.5,428639
254,tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",US,,tt0800039,7.1,280121
255,tm172683,War of the Worlds,MOVIE,2005,PG-13,117,"['thriller', 'action', 'scifi']",GB,,tt0407304,6.5,439027
256,ts17156,Arrested Development,SHOW,2003,TV-MA,28,['comedy'],GB,5,tt0367279,8.7,297552
257,ts20573,The IT Crowd,SHOW,2006,TV-14,25,"['comedy', 'european']",US,5,tt0487831,8.5,147409
258,ts12724,30 Rock,SHOW,2006,TV-14,25,"['comedy', 'sport']",GB,7,tt0496424,8.3,121514
259,ts3371,Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,"['scifi', 'family', 'fantasy', 'animation', 'action']",US,3,tt0417299,9.3,297336
260,tm92641,Inception,MOVIE,2010,PG-13,148,"['scifi', 'music', 'thriller', 'action']",US,,tt1375666,8.8,2268288
261,tm102740,The Other Guys,MOVIE,2010,,107,"['crime', 'action', 'comedy']",US,,tt1386588,6.6,263019
262,tm87484,How to Train Your Dragon,MOVIE,2010,PG,98,"['fantasy', 'animation', 'action', 'comedy', 'family', 'drama']",US,,tt0892769,8.1,719717
263,ts20604,Friday Night Lights,SHOW,2006,TV-14,43,"['drama', 'sport']",US,5,tt0758745,8.7,64449
264,tm39030,Casino Royale,MOVIE,2006,,139,"['thriller', 'action', 'european']",US,,tt0381061,8,644336
265,tm78592,Michael Clayton,MOVIE,2007,R,120,"['thriller', 'crime', 'drama']",US,,tt0465538,7.2,163878
266,ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,"['scifi', 'animation', 'drama', 'fantasy', 'music', 'comedy', 'family']",GB,9,tt1751105,7.6,20708
267,ts19036,The Fairly OddParents,SHOW,2001,TV-Y7,24,"['scifi', 'family', 'fantasy', 'animation', 'comedy']",GB,10,tt0235918,7.2,38046
268,tm116324,Jackass: The Movie,MOVIE,2002,R,88,"['action', 'comedy', 'documentation']",US,,tt0322802,6.6,92305
269,ts32186,Sonic X,SHOW,2003,TV-Y7,21,"['action', 'drama', 'thriller', 'animation', 'comedy', 'fantasy', 'family', 'scifi']",GB,3,tt0367413,6.1,4577
270,ts11313,DEATH NOTE,SHOW,2006,TV-14,24,"['scifi', 'animation', 'crime', 'drama', 'fantasy', 'thriller']",US,1,tt0877057,9,302147
271,tm34310,Zoolander,MOVIE,2001,PG-13,90,"['comedy', 'european']",US,,tt0196229,6.5,260975
272,ts21247,The Vampire Diaries,SHOW,2009,TV-14,42,"['scifi', 'drama', 'thriller', 'fantasy', 'horror', 'romance']",US,8,tt1405406,7.7,310776
273,tm160815,Charlie and the Chocolate Factory,MOVIE,2005,PG,106,"['fantasy', 'comedy', 'family']",US,,tt0367594,6.6,465995
274,tm78671,Cleaner,MOVIE,2007,R,88,"['thriller', 'crime']",US,,tt0896798,6.1,41052
275,tm89036,Harold & Kumar Go to White Castle,MOVIE,2004,R,88,['comedy'],US,,tt0366551,7,193053
276,tm86803,The Social Network,MOVIE,2010,PG-13,121,['drama'],US,,tt1285016,7.8,681286
277,tm105329,Road to Perdition,MOVIE,2002,R,117,"['thriller', 'documentation', 'crime', 'drama']",GB,,tt0257044,7.7,263212
278,ts20305,Naruto,SHOW,2002,TV-PG,23,"['scifi', 'comedy', 'animation', 'action', 'fantasy', 'thriller']",GB,6,tt0409591,8.4,93980
279,tm35463,Blow,MOVIE,2001,R,124,"['drama', 'crime']",US,,tt0221027,7.5,255099
280,tm84371,Shooter,MOVIE,2007,R,124,"['thriller', 'action', 'drama']",GB,,tt0822854,7.2,329417
281,tm139658,Big Fish,MOVIE,2003,PG-13,125,"['drama', 'fantasy', 'romance']",US,,tt0319061,8,435503
282,tm79442,The Bourne Ultimatum,MOVIE,2007,PG-13,115,"['thriller', 'action']",US,,tt0440963,8,627009
283,tm131038,Public Enemies,MOVIE,2009,R,143,"['crime', 'drama', 'history', 'action', 'european']",US,,tt1152836,7,297525
284,ts2230,America's Next Top Model,SHOW,2003,TV-14,44,['reality'],US,24,tt0391576,5.6,17843
285,tm154187,Sherlock Holmes,MOVIE,2009,PG-13,129,"['crime', 'action', 'thriller']",US,,tt0988045,7.6,620154
286,tm133767,Love Actually,MOVIE,2003,R,139,"['drama', 'comedy', 'romance']",US,,tt0314331,7.6,474176
287,tm88738,Closer,MOVIE,2004,R,94,"['drama', 'romance']",US,,tt0376541,7.2,215678
288,ts17942,Chappelle's Show,SHOW,2003,TV-14,21,"['comedy', 'music']",GB,3,tt0353049,8.8,62140
289,tm148270,Something's Gotta Give,MOVIE,2003,PG-13,128,"['romance', 'drama', 'comedy']",GB,,tt0337741,6.7,120400
290,tm93055,Grown Ups,MOVIE,2010,PG-13,102,"['comedy', 'drama', 'european']",US,,tt1375670,5.9,247229
291,tm133374,The Blind Side,MOVIE,2009,PG-13,129,"['drama', 'sport']",GB,,tt0878804,7.6,323939
292,tm26897,Quantum of Solace,MOVIE,2008,PG-13,106,"['thriller', 'action']",US,,tt0830515,6.6,441023
293,tm109304,The Ring,MOVIE,2002,PG-13,111,"['horror', 'european']",US,,tt0298130,7.1,341888
294,ts22267,Trailer Park Boys,SHOW,2001,TV-MA,25,"['comedy', 'crime']",US,12,tt0290988,8.6,41791
295,tm76066,Into the Wild,MOVIE,2007,R,140,['drama'],US,,tt0758758,8.1,611379
296,tm90190,True Grit,MOVIE,2010,PG-13,110,"['western', 'drama']",US,,tt1403865,7.6,333378
297,tm997728,Blade Runner: The Final Cut,MOVIE,2007,R,117,"['action', 'thriller', 'scifi']",US,,,,
298,tm29737,Rambo,MOVIE,2008,R,92,"['thriller', 'action', 'war', 'european']",US,,tt0462499,7,228799
299,tm84906,Stardust,MOVIE,2007,PG-13,122,"['fantasy', 'romance', 'family']",GB,,tt0486655,7.6,269043
300,ts6644,Borgen,SHOW,2010,TV-MA,58,"['drama', 'european']",GB,4,tt1526318,8.5,23523
301,tm142086,The Last Samurai,MOVIE,2003,R,154,"['drama', 'history', 'war', 'action']",US,,tt0325710,7.8,429097
302,ts22018,iCarly,SHOW,2007,TV-G,26,"['comedy', 'family', 'romance']",GB,6,tt0972534,6.7,38281
303,ts30311,Victorious,SHOW,2010,TV-G,25,"['comedy', 'drama', 'family', 'music', 'romance', 'sport']",US,4,tt1604099,6.9,24224
304,tm95252,The Book of Eli,MOVIE,2010,R,118,"['thriller', 'action', 'drama', 'european']",US,,tt1037705,6.8,312538
305,tm136808,Identity,MOVIE,2003,R,90,['thriller'],US,,tt0340770,7.3,240433
306,ts21197,Merlin,SHOW,2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",US,5,tt1199099,7.9,80138
307,tm195620,Apocalypse Now Redux,MOVIE,2001,R,196,"['drama', 'war', 'thriller', 'horror']",US,,,,
308,tm109137,Shrek Forever After,MOVIE,2010,PG,93,"['fantasy', 'comedy', 'family', 'romance', 'animation']",US,,tt0892791,6.3,200354
309,tm84613,Hairspray,MOVIE,2007,PG,117,"['comedy', 'drama', 'romance']",US,,tt0427327,6.7,128190
310,tm173551,Corpse Bride,MOVIE,2005,PG,77,"['fantasy', 'romance', 'animation', 'drama', 'family']",GB,,tt0121164,7.3,265023
311,tm94606,Let Me In,MOVIE,2010,R,116,"['horror', 'drama', 'fantasy', 'thriller', 'european']",GB,,tt1228987,7.1,120208
312,tm136308,Monster,MOVIE,2003,R,110,"['crime', 'drama', 'thriller', 'european']",US,,tt0340855,7.3,149218
313,tm82985,Without a Paddle,MOVIE,2004,PG-13,95,"['thriller', 'comedy']",GB,,tt0364751,5.8,47049
314,tm145593,Once Upon a Time in Mexico,MOVIE,2003,R,102,"['drama', 'action', 'crime', 'thriller']",US,,tt0285823,6.3,160449
315,tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,PG,90,"['animation', 'drama', 'romance', 'comedy', 'family', 'fantasy', 'scifi']",US,,tt0844471,6.9,226225
316,ts30313,Offspring,SHOW,2010,,44,"['drama', 'comedy']",US,7,tt1530541,8.3,4764
317,tm119111,Blade II,MOVIE,2002,R,117,"['thriller', 'fantasy', 'scifi', 'action', 'horror']",US,,tt0187738,6.7,214461
318,tm130647,Chloe,MOVIE,2009,R,99,"['thriller', 'drama', 'romance', 'european']",US,,tt1352824,6.3,72916
319,tm32919,Blood Diamond,MOVIE,2006,R,143,"['thriller', 'drama']",US,,tt0450259,8,536858
320,tm23935,The Lake House,MOVIE,2006,PG,105,"['drama', 'fantasy', 'romance', 'documentation']",US,,tt0410297,6.8,148043
321,tm137143,Terminator 3: Rise of the Machines,MOVIE,2003,R,109,"['thriller', 'scifi', 'action', 'european']",GB,,tt0181852,6.3,393998
322,tm28905,Beerfest,MOVIE,2006,R,110,['comedy'],GB,,tt0486551,6.2,67748
323,tm44486,Heist,MOVIE,2001,R,107,"['thriller', 'drama', 'action', 'crime', 'european']",US,,tt0252503,6.5,36361
324,tm39487,Catch and Release,MOVIE,2006,PG-13,111,"['romance', 'comedy', 'drama']",GB,,tt0395495,5.9,26157
325,tm169949,Just Like Heaven,MOVIE,2005,PG-13,95,"['drama', 'romance', 'fantasy', 'comedy']",US,,tt0425123,6.7,106755
326,ts35155,Gurren Lagann,SHOW,2007,TV-14,24,"['scifi', 'action', 'comedy', 'drama', 'animation']",US,1,tt0948103,8.3,17024
327,tm184913,Four Brothers,MOVIE,2005,R,109,"['crime', 'action', 'drama', 'thriller']",US,,tt0430105,6.8,144656
328,tm118637,John Q,MOVIE,2002,PG-13,116,"['drama', 'thriller', 'crime']",US,,tt0251160,7,131999
329,tm58382,Not Another Teen Movie,MOVIE,2001,R,89,['comedy'],US,,tt0277371,5.7,104604
330,tm40009,21,MOVIE,2008,PG-13,123,"['drama', 'crime', 'history', 'thriller']",US,,tt0478087,6.8,247039
331,ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,24,"['scifi', 'animation', 'action', 'drama', 'thriller', 'war']",US,3,tt0994314,8.7,62367
332,tm154470,Terminator Salvation,MOVIE,2009,PG-13,110,"['thriller', 'scifi', 'fantasy', 'war', 'action']",GB,,tt0438488,6.5,357557
333,tm22294,Deck the Halls,MOVIE,2006,PG,93,"['comedy', 'family']",GB,,tt0790604,5,27797
334,tm78067,The Girl Next Door,MOVIE,2007,R,91,"['thriller', 'drama', 'crime', 'horror']",US,,tt0830558,6.5,26035
335,tm148379,The Cat in the Hat,MOVIE,2003,PG,81,"['fantasy', 'comedy', 'family']",GB,,tt0312528,4,81971
336,tm76428,Jackass 2.5,MOVIE,2007,,64,"['documentation', 'comedy']",US,,,,
337,tm21467,Final Destination 3,MOVIE,2006,R,93,"['horror', 'thriller', 'action', 'crime', 'fantasy', 'european']",US,,tt0414982,5.8,139797
338,tm46436,Thir13en Ghosts,MOVIE,2001,R,91,"['thriller', 'horror', 'fantasy']",US,,tt0245674,5.6,86492
339,tm57190,The One,MOVIE,2001,PG-13,87,"['scifi', 'thriller', 'action']",US,,tt0267804,5.9,91584
340,tm37546,Happy Feet,MOVIE,2006,PG,108,"['comedy', 'fantasy', 'animation', 'family', 'music', 'romance']",US,,tt0366548,6.4,182612
341,tm30205,Ip Man,MOVIE,2008,R,108,"['drama', 'fantasy', 'action', 'history']",US,,tt1220719,8,221095
342,tm159310,Coach Carter,MOVIE,2005,PG-13,130,"['drama', 'sport', 'european']",US,,tt0393162,7.3,143670
343,tm89592,Blade: Trinity,MOVIE,2004,R,106,"['action', 'thriller', 'fantasy', 'horror', 'scifi']",GB,,tt0359013,5.8,175210
344,tm167516,Monster-in-Law,MOVIE,2005,PG-13,101,"['romance', 'comedy']",GB,,tt0369735,5.5,60693
345,tm79895,Halloween,MOVIE,2007,R,109,['horror'],US,,tt0373883,6,118815
346,tm88045,How Do You Know,MOVIE,2010,PG-13,121,"['drama', 'comedy', 'romance']",GB,,tt1341188,5.4,49599
347,tm111600,The Sweetest Thing,MOVIE,2002,R,84,"['comedy', 'romance']",US,,tt0253867,5.1,58516
348,tm143938,The Final Destination,MOVIE,2009,R,82,"['horror', 'fantasy', 'scifi', 'action', 'thriller']",US,,tt1144884,5.1,104166
349,tm31187,The Other Boleyn Girl,MOVIE,2008,PG-13,115,"['romance', 'drama', 'history']",US,,tt0467200,6.7,111694
350,tm141390,Friday the 13th,MOVIE,2009,R,97,"['horror', 'thriller']",US,,tt0758746,5.5,105938
351,tm74780,The Bucket List,MOVIE,2007,PG-13,97,"['drama', 'comedy', 'european']",US,,tt0825232,7.4,242733
352,tm150214,Freddy vs. Jason,MOVIE,2003,R,97,"['horror', 'action']",US,,tt0329101,5.7,117986
353,ts21544,Transformers: Prime,SHOW,2010,TV-Y7,22,"['action', 'comedy', 'drama', 'family', 'scifi', 'animation']",US,4,tt1659175,7.9,6500
354,tm176528,Memoirs of a Geisha,MOVIE,2005,PG-13,145,"['drama', 'romance', 'european']",GB,,tt0397535,7.3,146847
355,tm102337,A Nightmare on Elm Street,MOVIE,2010,R,95,"['horror', 'thriller', 'crime', 'drama']",GB,,tt1179056,5.2,99192
356,tm36188,Body of Lies,MOVIE,2008,R,128,"['drama', 'action', 'thriller']",US,,tt0758774,7.1,224896
357,tm88382,A Cinderella Story,MOVIE,2004,PG,95,"['romance', 'comedy', 'family']",GB,,tt0356470,5.9,86395
358,ts31263,The Mole,SHOW,2001,TV-14,52,['reality'],US,5,tt0294149,7.6,1104
359,tm47523,Osmosis Jones,MOVIE,2001,PG,95,"['animation', 'action', 'comedy', 'crime', 'family', 'fantasy', 'scifi']",US,,tt0181739,6.3,35711
360,tm24088,Scary Movie 4,MOVIE,2006,PG-13,83,"['comedy', 'horror']",US,,tt0362120,5.1,120188
361,tm137362,The Texas Chainsaw Massacre,MOVIE,2003,R,98,"['horror', 'crime']",US,,tt0324216,6.2,140741
362,tm177068,Fun with Dick and Jane,MOVIE,2005,PG-13,90,"['comedy', 'crime']",US,,tt0369441,6.1,143998
363,tm82442,TMNT,MOVIE,2007,PG,87,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'action']",US,,tt0453556,6.2,64062
364,tm90864,Due Date,MOVIE,2010,R,95,"['drama', 'comedy']",US,,tt1231583,6.5,339626
365,tm101249,Cop Out,MOVIE,2010,R,107,"['comedy', 'thriller', 'action', 'crime']",GB,,tt1385867,5.5,87673
366,ts687,The 4400,SHOW,2004,TV-14,44,"['scifi', 'thriller', 'drama']",GB,4,tt0389564,7.3,44971
367,ts24028,Still Game,SHOW,2002,TV-14,29,"['comedy', 'european']",US,9,tt0281491,8.9,7539
368,tm142564,3 Idiots,MOVIE,2009,PG-13,170,"['comedy', 'drama']",GB,,tt1187043,8.4,385782
369,ts23752,Midnight Diner,SHOW,2009,TV-MA,27,"['drama', 'comedy']",US,5,tt1882928,8.6,2110
370,ts21706,H2O: Just Add Water,SHOW,2006,TV-PG,25,"['drama', 'scifi', 'fantasy', 'family']",US,3,tt0491603,7.2,14782
371,ts21740,Black Butler,SHOW,2008,TV-MA,25,"['scifi', 'fantasy', 'animation', 'comedy', 'drama', 'thriller', 'crime', 'horror', 'action']",US,3,tt1316554,8.3,1856
372,ts30356,Octonauts,SHOW,2010,TV-Y,15,"['action', 'animation', 'comedy', 'family']",US,6,tt1710177,7.6,1049
373,tm89684,New York Minute,MOVIE,2004,PG,87,"['comedy', 'crime', 'family', 'romance']",US,,tt0363282,4.8,23307
374,ts31514,Strawberry Shortcake,SHOW,2003,TV-Y,23,"['animation', 'family']",US,4,tt7996132,7,13
375,ts22005,Total Drama Island,SHOW,2007,TV-PG,23,"['action', 'reality', 'animation', 'family', 'comedy', 'drama']",US,6,tt1173427,7.4,10523
376,tm183963,Dreamer: Inspired By a True Story,MOVIE,2005,PG,106,"['drama', 'family', 'sport', 'fantasy']",GB,,tt0487897,6.8,13034
377,tm27268,Monster House,MOVIE,2006,PG,91,"['fantasy', 'animation', 'comedy', 'family']",GB,,tt0385880,6.6,114942
378,tm81270,Starsky & Hutch,MOVIE,2004,PG-13,101,"['comedy', 'crime']",US,,tt0335438,6.1,145981
379,tm137342,Tears of the Sun,MOVIE,2003,R,121,"['drama', 'thriller', 'war', 'action']",GB,,tt0314353,6.6,121066
380,ts21688,Boys Over Flowers,SHOW,2009,TV-14,64,"['comedy', 'drama', 'romance']",US,1,tt1370334,7.9,11579
381,ts22318,Winx Club,SHOW,2004,TV-G,23,"['action', 'comedy', 'family', 'fantasy', 'animation', 'thriller', 'european']",US,8,tt3233214,6.2,6700
382,tm161263,The Cave,MOVIE,2005,PG-13,97,"['horror', 'thriller', 'scifi', 'action', 'european']",US,,tt0403424,5.1,38445
383,ts12815,Big Time Rush,SHOW,2009,TV-G,25,"['comedy', 'family']",US,4,tt1131746,6.3,12046
384,tm26638,The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,R,91,"['horror', 'thriller', 'documentation']",US,,tt0420294,5.8,72366
385,tm55303,I Am Sam,MOVIE,2001,PG-13,132,['drama'],US,,tt0277027,7.6,149082
386,tm31189,The Spiderwick Chronicles,MOVIE,2008,PG,96,"['fantasy', 'thriller', 'action', 'drama', 'family']",US,,tt0416236,6.5,94628
387,tm165593,Rumor Has It...,MOVIE,2005,PG-13,97,"['comedy', 'drama', 'romance']",GB,,tt0398375,5.5,57894
388,ts15986,Dead Set,SHOW,2008,TV-MA,141,"['scifi', 'thriller', 'comedy', 'drama', 'horror', 'european']",GB,1,tt1285482,7.6,19684
389,ts26322,Toradora!,SHOW,2008,TV-14,30,"['animation', 'romance', 'comedy', 'drama']",US,2,tt1279024,8,14307
390,tm78767,I Now Pronounce You Chuck & Larry,MOVIE,2007,PG-13,115,"['comedy', 'romance']",GB,,tt0762107,5.9,146625
391,ts98340,Metallica: Some Kind of Monster,SHOW,2004,TV-MA,84,['western'],US,1,tt6954486,,
392,tm36644,World Trade Center,MOVIE,2006,PG-13,129,"['thriller', 'history', 'drama']",US,,tt0469641,6,83129
393,tm77649,Premonition,MOVIE,2007,PG-13,96,"['thriller', 'drama', 'fantasy']",US,,tt0477071,5.9,78119
394,ts33559,Shaun the Sheep,SHOW,2007,TV-G,7,"['animation', 'comedy', 'family', 'european']",US,6,tt0983983,8,25
395,tm33113,Eagle Eye,MOVIE,2008,PG-13,118,"['thriller', 'action', 'european']",US,,tt1059786,6.6,185430
396,tm78189,The Contractor,MOVIE,2007,R,105,"['thriller', 'european']",US,,,,
397,tm43399,Lagaan: Once Upon a Time in India,MOVIE,2001,PG,224,"['drama', 'romance', 'sport']",US,,tt0169102,8.1,111053
398,tm147211,The Men Who Stare at Goats,MOVIE,2009,R,94,"['comedy', 'war']",US,,tt1234548,6.2,131564
399,ts56549,Scare Tactics,SHOW,2003,TV-14,22,"['comedy', 'horror', 'reality', 'scifi', 'thriller']",GB,5,tt0339968,6.7,2512
400,tm29555,Friends with Money,MOVIE,2006,R,88,"['romance', 'comedy', 'drama']",GB,,tt0436331,5.8,30186
401,tm93225,Legend of the Guardians: The Owls of Ga'Hoole,MOVIE,2010,PG,100,"['fantasy', 'family', 'action', 'war', 'drama', 'thriller', 'animation']",US,,tt1219342,6.9,82623
402,ts20398,Kath & Kim,SHOW,2002,,24,['comedy'],GB,4,tt0272397,8.3,4168
403,tm86189,Good Luck Chuck,MOVIE,2007,,101,"['comedy', 'romance']",US,,tt0452625,5.6,89755
404,ts21421,Pocoyo,SHOW,2005,TV-G,11,"['animation', 'family', 'comedy', 'european']",US,4,tt0487849,3.9,93
405,tm104880,Louis C.K.: Hilarious,MOVIE,2010,,84,['comedy'],US,,tt1421373,8.4,11973
406,tm101334,Death at a Funeral,MOVIE,2010,R,92,['comedy'],US,,tt1321509,5.6,49599
407,tm135451,Gifted Hands: The Ben Carson Story,MOVIE,2009,,86,['drama'],US,,tt1295085,7.6,10210
408,ts20526,The Game,SHOW,2006,TV-14,22,"['comedy', 'drama', 'sport', 'romance']",US,10,tt10020984,6.6,4417
409,tm186461,No Direction Home: Bob Dylan,MOVIE,2005,G,208,"['music', 'documentation']",US,,,,
410,ts30083,Angel Beats!,SHOW,2010,TV-14,26,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'animation']",GB,1,tt1639109,7.7,13848
411,tm141707,Blood and Bone,MOVIE,2009,R,93,"['thriller', 'action', 'crime', 'drama', 'sport']",GB,,tt0346631,6.7,33051
412,tm103095,Ip Man 2,MOVIE,2010,R,108,"['drama', 'history', 'sport', 'action']",US,,tt1386932,7.5,103673
413,ts23835,Masha and the Bear,SHOW,2009,TV-Y,6,"['comedy', 'family', 'action', 'animation']",GB,5,tt1884856,7.6,3114
414,tm83786,Like Stars on Earth,MOVIE,2007,PG,165,"['drama', 'family']",US,,tt0986264,8.3,188234
415,ts23808,Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,TV-MA,55,"['comedy', 'documentation']",US,1,tt1422182,8.1,1740
416,ts27459,The Legend of Bruce Lee,SHOW,2008,,45,"['action', 'drama']",US,1,tt1059455,7,1422
417,ts20544,Ouran High School Host Club,SHOW,2006,TV-14,23,"['comedy', 'drama', 'animation', 'romance']",US,1,tt0816397,8.2,9763
418,tm27168,Felon,MOVIE,2008,R,103,"['crime', 'thriller', 'drama', 'action']",US,,tt1117385,7.4,78039
419,ts40702,The Ultimatum,SHOW,2009,TV-14,44,['drama'],US,1,tt1682704,5.4,6
420,ts30288,Mobile Suit Gundam Unicorn,SHOW,2010,TV-14,35,"['action', 'drama', 'scifi', 'war', 'animation']",US,2,tt1630623,7.8,1291
421,tm114476,Stuart Little 2,MOVIE,2002,G,78,"['comedy', 'fantasy', 'animation', 'family']",GB,,tt0243585,5.5,53746
422,ts21967,Johnny Test,SHOW,2005,TV-Y7,18,"['comedy', 'drama', 'family', 'scifi', 'animation', 'action']",GB,6,tt15061770,5.1,8172
423,ts12701,Code Lyoko,SHOW,2003,TV-G,24,"['action', 'fantasy', 'thriller', 'comedy', 'family', 'scifi', 'romance', 'animation']",US,5,tt0417311,7.3,5109
424,tm130574,Did You Hear About the Morgans?,MOVIE,2009,PG-13,103,"['comedy', 'romance', 'drama']",GB,,tt1314228,4.9,40289
425,ts21695,Iris,SHOW,2009,TV-14,61,"['action', 'comedy', 'reality', 'romance', 'thriller']",US,2,tt1399791,7.8,1951
426,ts121176,DreamWorks Shrek's Swamp Stories,SHOW,2010,TV-PG,24,"['horror', 'music', 'animation', 'comedy', 'family', 'fantasy', 'scifi']",US,1,tt6950338,6.5,330
